Provider Name,Address1,Address2,City,County,State Code,Zip,National Drug Code,Order Label,Courses Available,Geocoded Address,NPI,Last Report Date,Provider Status,Provider Note
CVS Store #10530,475 6TH AVE.,CVS Pharmacy,New York,New York,NY,10011,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-73.998275 40.73592),1851751614.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 10585,2064 MILL AVENUE,,Brooklyn,Kings,NY,11234-5922,00069-1085-30,Paxlovid,22,POINT (-73.91436 40.6156),1104925452.0,04/30/2022 12:00:00 AM,ACTIVE,
Rite Aid 10803,201 CONKLIN AVENUE,,Binghamton,Broome,NY,13903-2147,00069-1085-30,Paxlovid,10,POINT (-75.89832 42.094795),1386743557.0,04/30/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #2444,2024 GENESEE ST,,Oneida,Madison,NY,13421,00069-1085-30,Paxlovid,11,POINT (-75.691477 43.0784),1235156399.0,04/15/2022 12:00:00 AM,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
CVS Store #02211,701 WELLWOOD AVENUE,CVS Pharmacy,Lindenhurst,Suffolk,NY,11757,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.387675 40.7048),1003910845.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #02699,411 DITMAS AVENUE,CVS Pharmacy,Brooklyn,Kings,NY,11218,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-73.97454 40.636115),1629172473.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #12381,10 N MAIN ST,,Wellsville,Allegany,NY,14895,00069-1085-30,Paxlovid,14,POINT (-77.94614 42.120743),1457532418.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 00159,393 WINDSOR HIGHWAY,,New Windsor,Orange,NY,12553-7986,00069-1085-30,Paxlovid,12,POINT (-74.05501 41.4569),1609985191.0,04/30/2022 12:00:00 AM,ACTIVE,
Walgreens Store #18376,205 S CAROLINE ST,,Herkimer,Herkimer,NY,13350,00006-5055-06,Lagevrio (molnupiravir),47,POINT (-74.9921 43.02203),1245756444.0,04/29/2022 12:00:00 AM,ACTIVE,
J Drugs II,3402 Avenue N,,Brooklyn,Kings,NY,11234,00069-1085-30,Paxlovid,20,POINT (-73.94205 40.61742),1598852733.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #10689,1064 WILMOT RD,CVS Pharmacy,Scarsdale,Westchester,NY,10583,00069-1085-30,Paxlovid,20,POINT (-73.77843 40.98336),1720527948.0,04/29/2022 12:00:00 AM,ACTIVE,
Stop and Shop Store # 2595,1351 FOREST AVENUE,,Staten Island,Richmond,NY,10302,00069-1085-30,Paxlovid,18,POINT (-74.13507 40.62664),1457721680.0,04/30/2022 12:00:00 AM,ACTIVE,
Rite Aid 04672,9062 ERIE ROAD,,Angola,Erie,NY,14006-8824,00069-1085-30,Paxlovid,7,POINT (-79.04907 42.638135),1366551814.0,04/30/2022 12:00:00 AM,ACTIVE,
Rite Aid 10613,498 HEMPSTEAD TURNPIKE,,West Hempstead,Nassau,NY,11552-1125,00069-1085-30,Paxlovid,12,POINT (-73.65726 40.70658),1639278963.0,04/30/2022 12:00:00 AM,ACTIVE,
Healthsource Pharmacy,1000 First Avenue,,New York,New York,NY,10022,00069-1085-30,Paxlovid,20,POINT (-73.96376 40.75684),1962792176.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #00578,1231 FRENCH ROAD,CVS Pharmacy,Depew,Erie,NY,14043,00069-1085-30,Paxlovid,20,POINT (-78.70649 42.86708),1205930054.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 03888,9738 SEA VIEW AVENUE,,Brooklyn,Kings,NY,11236-5516,00069-1085-30,Paxlovid,18,POINT (-73.88863 40.63437),1952410466.0,04/30/2022 12:00:00 AM,ACTIVE,
Walgreens Store #03288,650 DELAWARE AVE,,Buffalo,Erie,NY,14202,00006-5055-06,Lagevrio (molnupiravir),390,POINT (-78.87342 42.9014),1760497846.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #00482,983 CENTRAL PARK AVE.,CVS Pharmacy,Scarsdale,Westchester,NY,10583,00069-1085-30,Paxlovid,19,POINT (-73.82295 40.99078),1811091671.0,04/29/2022 12:00:00 AM,ACTIVE,
Stop and Shop Store # 579,294 MIDDLE COUNTRY ROAD,,Coram,Suffolk,NY,11727,00006-5055-06,Lagevrio (molnupiravir),48,POINT (-73.020476 40.868285),1932131893.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #05089,10 SOUTH WORK ST.,CVS Pharmacy,Falconer,Chautauqua,NY,14733,00069-1085-30,Paxlovid,28,POINT (-79.19767 42.11831),1215030051.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #01285,610 OLD COUNTRY RD,SALISBURY PLAZA,Westbury,Nassau,NY,11590,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-73.57319 40.74976),1982702510.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #01142,1900 EMPIRE BOULEVARD,CVS Pharmacy,Webster,Monroe,NY,14580,00069-1085-30,Paxlovid,20,POINT (-77.37883 43.20101),1679677421.0,04/29/2022 12:00:00 AM,ACTIVE,
RICHMOND UNIVERSITY MEDICAL CENTER,355 Bard avenue,,Staten Island,Richmond,NY,10310,00002-7589-01,Bebtelovimab,62,POINT (-74.10556 40.63588),,04/22/2022 12:00:00 AM,ACTIVE,
CVS Store #02041,83-02 ATLANTIC AVENUE,CVS Pharmacy,Ozone Park,Queens,NY,11416,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.85762 40.68526),1437253283.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #16824,1 SANGERTOWN SQ STE 3,CVS Pharmacy,New Hartford,Oneida,NY,13413,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-75.32392 43.08208),1891718102.0,04/29/2022 12:00:00 AM,ACTIVE,
Wegmans Food Markets Inc.,650 Harry L Dr.,Wegmans,Johnson City,Broome,NY,13790,00006-5055-06,Lagevrio (molnupiravir),22,POINT (-75.97389 42.12326),,04/27/2022 12:00:00 AM,ACTIVE,
Walgreens Store #10158,3948 STATE ROUTE 281,,Cortland,Cortland,NY,13045,00006-5055-06,Lagevrio (molnupiravir),44,POINT (-76.204085 42.59761),1811027766.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #00533,3098 ORCHARD PARK ROAD,CVS Pharmacy,West Seneca,Erie,NY,14224,00006-5055-06,Lagevrio (molnupiravir),19,POINT (-78.75344 42.80098),1477657138.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #01192,305 MAIN ST.,CVS Pharmacy,Holbrook,Suffolk,NY,11741,00069-1085-30,Paxlovid,15,POINT (-73.07908 40.811785),1720182587.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #03224,130 LENOX AVE.,CVS Pharmacy,New York,New York,NY,10026,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-73.94871 40.80214),1902900764.0,04/29/2022 12:00:00 AM,ACTIVE,
MOUNT SINAI HOSP SO NASSAU,One Healthy Way,,Oceanside,Nassau,NY,11572,00069-1085-30,Paxlovid,97,POINT (-73.63107 40.65129),1922079094.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #01907,"105 WEST MAIN ST,",CVS Pharmacy,West Sayville,Suffolk,NY,11796,00069-1085-30,Paxlovid,50,POINT (-73.09826 40.72807),1962506725.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #02758,162 WILDEY ST,,Tarrytown,Westchester,NY,10591,00006-5055-06,Lagevrio (molnupiravir),66,POINT (-73.864927 41.08022),1689689754.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 01225,534 HUDSON STREET,,New York,New York,NY,10014-2663,00069-1085-30,Paxlovid,3,POINT (-74.00595 40.73427),1578672002.0,04/30/2022 12:00:00 AM,ACTIVE,
Walgreens Store #13643,655 EAST MAIN ST.,,East Patchogue,Suffolk,NY,11772,00006-5055-06,Lagevrio (molnupiravir),47,POINT (-72.98884 40.769175),1487669560.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #19686,375 PULTENEY ST,,Corning,Steuben,NY,14830,00006-5055-06,Lagevrio (molnupiravir),71,POINT (-77.078017 42.154315),1770009458.0,04/29/2022 12:00:00 AM,ACTIVE,
Wegmans Food Markets Inc.,300 Hamilton St.,Wegmans,Geneva,Ontario,NY,14456,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-76.99637 42.85985),,04/27/2022 12:00:00 AM,ACTIVE,
Stony Brook Southampton Hospital,240 Meeting House Lane,,Southampton,Suffolk,NY,11968,00310-7442-02,Evusheld,45,POINT (-72.380305 40.885085),,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #17817,795 Columbus Avenue,CVS Pharmacy,New York,New York,NY,10025,00069-1085-30,Paxlovid,19,POINT (-73.96605 40.79469),1750956819.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #09866,370 WHITE PLAINS RD,,Eastchester,Westchester,NY,10709,00069-1085-30,Paxlovid,37,POINT (-73.814605 40.9534),1659553998.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #02718,178-02 HILLSIDE AVE.,CVS Pharmacy,Jamaica,Queens,NY,11432,00069-1085-30,Paxlovid,23,POINT (-73.78488 40.71224),1487758223.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #03859,4815 BROADWAY,,Depew,Erie,NY,14043,00006-5055-06,Lagevrio (molnupiravir),47,POINT (-78.69632 42.90115),1174530125.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #04845,89 HENRY ST,,Freeport,Nassau,NY,11520,00006-5055-06,Lagevrio (molnupiravir),144,POINT (-73.579569 40.655281),1295740371.0,04/29/2022 12:00:00 AM,ACTIVE,
Sinclair Pharmacy,75 North Main Street,,Warsaw,Wyoming,NY,14569,00069-1085-30,Paxlovid,17,POINT (-78.13288 42.74144),,04/30/2022 12:00:00 AM,ACTIVE,
Kinney Drugs #42- Alexandria Bay,21 NY-12,,Alexandria Bay,Jefferson,NY,13607,00006-5055-06,Lagevrio (molnupiravir),43,POINT (-75.914373 44.332023),1427165604.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #04451,3496 LONG BEACH RD,CVS Pharmacy,Oceanside,Nassau,NY,11572,00069-1085-30,Paxlovid,22,POINT (-73.64041 40.62602),1215030044.0,04/29/2022 12:00:00 AM,ACTIVE,
Wegmans Food Markets Inc.,7519 Oswego Rd.,Wegmans,Liverpool,Onondaga,NY,13090,00069-1085-30,Paxlovid,18,POINT (-76.22532 43.13418),,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 03627,1154 CLARKSON AVENUE,,Brooklyn,Kings,NY,11212-2706,00069-1085-30,Paxlovid,17,POINT (-73.92008 40.66076),1285744979.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #03100,1710 ROUTE 112,CVS Pharmacy,Coram,Suffolk,NY,11727,00069-1085-30,Paxlovid,7,POINT (-73.01645 40.89173),1659716819.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #17722,90 WEST AVE,,Saratoga Springs,Saratoga,NY,12866,00006-5055-06,Lagevrio (molnupiravir),94,POINT (-73.803235 43.079175),1528582566.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 01807,1224 EAST LOVEJOY STREET,,Buffalo,Erie,NY,14206-1216,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-78.80287 42.88997),1386755437.0,04/30/2022 12:00:00 AM,ACTIVE,
ROCHESTER GENERAL HOSPITAL,1425 Portland Ave,Inpatient Pharmacy,Rochester,Monroe,NY,14621-0000,00006-5055-06,Lagevrio (molnupiravir),100,POINT (-77.5856 43.191535),,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #01228,753 FORT SALONGA ROAD,CVS Pharmacy,Northport,Suffolk,NY,11768,00006-5055-06,Lagevrio (molnupiravir),22,POINT (-73.33593 40.896705),1114021888.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #00778,1170 WESTERN AVENUE,CVS Pharmacy,Albany,Albany,NY,12203,00006-5055-06,Lagevrio (molnupiravir),21,POINT (-73.823685 42.67628),1023112794.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 10721,155 BALLSTON AVENUE,,Saratoga Springs,Saratoga,NY,12866-4715,00069-1085-30,Paxlovid,12,POINT (-73.79406 43.0708),1023117371.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #00366,51 NORTH BROADWAY,CVS Pharmacy,Tarrytown,Westchester,NY,10591,00069-1085-30,Paxlovid,20,POINT (-73.85811 41.07799),1588768246.0,04/29/2022 12:00:00 AM,ACTIVE,
Omnicare of Rochester #48314,175 Humboldt Street Suite 225,,Rochester,Monroe,NY,14610,00069-1085-30,Paxlovid,41,POINT (-77.564957 43.152375),1811009335.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 10546,180 ROUTE 52,,Carmel,Putnam,NY,10512-1200,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-73.68027 41.43562),1457451809.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #16615,1440 CENTRAL AVE,CVS Pharmacy,Colonie,Albany,NY,12205,00006-5055-06,Lagevrio (molnupiravir),28,POINT (-73.824477 42.70605),1952323586.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #02145,929 BROADWAY,CVS Pharmacy,Woodmere,Nassau,NY,11598,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-73.708355 40.62939),1922102748.0,04/29/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #2906,1890 Old Country Rd,,Riverhead,Suffolk,NY,11901,00006-5055-06,Lagevrio (molnupiravir),48,POINT (-72.69606 40.92636),1871510933.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #05063,38 PANTIGO LANE,CVS Pharmacy,East Hampton,Suffolk,NY,11937,00069-1085-30,Paxlovid,20,POINT (-72.1843 40.96459),1407959257.0,04/29/2022 12:00:00 AM,ACTIVE,
Kings Bay Chemists,3610 Nostrand Avenue,,Brooklyn,Kings,NY,11229,00069-1085-30,Paxlovid,20,POINT (-73.94121 40.59603),1306940366.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 01537,130 WASHBURN STREET,,Lockport,Niagara,NY,14094-3815,00069-1085-30,Paxlovid,1,POINT (-78.68665 43.17094),1376654517.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #02737,115 W. 125TH STREET,CVS Pharmacy,New York,New York,NY,10027,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.94605 40.80819),1639277262.0,04/29/2022 12:00:00 AM,ACTIVE,
Stop and Shop Store # 550,351 MERRICK ROAD,,Amityville,Suffolk,NY,11701,00069-1085-30,Paxlovid,19,POINT (-73.40613 40.668005),1740212604.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #02961,2 E. JERICHO TPKE,CVS Pharmacy,Huntington Station,Suffolk,NY,11746,00006-5055-06,Lagevrio (molnupiravir),40,POINT (-73.408626 40.827795),1447354204.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #10826,"1440 BROADWAY, FLOORS 1 and 2",CVS Pharmacy,New York,New York,NY,10018,00069-1085-30,Paxlovid,38,POINT (-73.98667 40.75457),1730613589.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #02838,48 E. MARKET ST.,CVS Pharmacy,Rhinebeck,Dutchess,NY,12572,00006-5055-06,Lagevrio (molnupiravir),20,POINT (-73.91094 41.92639),1285738047.0,04/29/2022 12:00:00 AM,ACTIVE,
Stop and Shop Store # 522,111 VREDENBURGH AVE,,Yonkers,Westchester,NY,10704,00069-1085-30,Paxlovid,23,POINT (-73.85318 40.92471),1750300786.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #02164,211 EAST SANDFORD BLVD.,CVS Pharmacy,Mount Vernon,Westchester,NY,10550,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-73.82455 40.90098),1073617833.0,04/29/2022 12:00:00 AM,ACTIVE,
Woodmark Pharmacy of NY,1142 Wehrle Drive,,Williamsville,Erie,NY,14221,00006-5055-06,Lagevrio (molnupiravir),51,POINT (-78.73993 42.950345),,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 01185,4407 MILITARY ROAD,,Niagara Falls,Niagara,NY,14305-1333,00069-1085-30,Paxlovid,38,POINT (-79.00195 43.12638),1346359650.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #02700,1402 SHEEPSHEAD BAY ROAD,CVS Pharmacy,Brooklyn,Kings,NY,11235,00069-1085-30,Paxlovid,59,POINT (-73.954875 40.587305),1598869349.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 03838,40 WEST MAIN STREET,,Springville,Erie,NY,14141-1014,00069-1085-30,Paxlovid,19,POINT (-78.66884 42.5084),1164531547.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #17514,100 AMSTERDAM COMMONS,CVS Pharmacy,Amsterdam,Montgomery,NY,12010,00006-5055-06,Lagevrio (molnupiravir),48,POINT (-74.19325 42.96684),1083862080.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #00641,1 ORANGETOWN SHOPPING CENTER,CVS Pharmacy,Orangeburg,Rockland,NY,10962,00006-5055-06,Lagevrio (molnupiravir),23,POINT (-73.95324 41.04481),1437257078.0,04/29/2022 12:00:00 AM,ACTIVE,
Bassett Cobleskill Hosp,178 Grandview Dr,,Cobleskill,Schoharie,NY,12043,00002-7589-01,Bebtelovimab,17,POINT (-74.482055 42.6869),,05/01/2022 12:00:00 AM,ACTIVE,
CVS Store #02433,2112 WHITE PLAINS ROAD,CVS Pharmacy,Bronx,Bronx,NY,10462,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.867445 40.85385),1033213897.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #01271,626 ROUTE 25A,CVS Pharmacy,Rocky Point,Suffolk,NY,11778,00006-5055-06,Lagevrio (molnupiravir),234,POINT (-72.92385 40.94715),1457459083.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 01621,153 PROSPECT STREET,,Attica,Wyoming,NY,14011-1149,00069-1085-30,Paxlovid,8,POINT (-78.276995 42.872155),1427167741.0,04/30/2022 12:00:00 AM,ACTIVE,
CVS Store #00549,61-15 METROPOLITAN AVE.,CVS Pharmacy,Ridgewood,Queens,NY,11385,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.90131 40.71283),1396849139.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 10790,511 HOOPER ROAD,,Endwell,Broome,NY,13760-1907,00069-1085-30,Paxlovid,26,POINT (-76.018782 42.116955),1174623524.0,04/30/2022 12:00:00 AM,ACTIVE,
Tops Markets LLC and Tops PT LLC,128 W MAIN ST RT 5,TOPS PHCY 246,Leroy,Genesee,NY,14482,00006-5055-06,Lagevrio (molnupiravir),88,POINT (-78.004955 42.97944),1700067048.0,04/29/2022 12:00:00 AM,ACTIVE,
NORTHERN DUTCHESS HOSPITAL,6511 Spring Brook Ave,,Rhinebeck,Dutchess,NY,12572,00310-7442-02,Evusheld,94,POINT (-73.91275 41.93531),,04/15/2022 12:00:00 AM,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
CVS Store #17684,7000 AUSTIN ST,CVS Pharmacy,Forest Hills,Queens,NY,11375,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.84689 40.72057),1457709156.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 10830,2175 SOUTH PARK AVENUE,,Buffalo,Erie,NY,14220-2231,00069-1085-30,Paxlovid,6,POINT (-78.82454 42.83929),1366541534.0,04/30/2022 12:00:00 AM,ACTIVE,
Vivo Health Pharmacy at LIJ,270-05 76th Ave,,New Hyde Park,Nassau,NY,11040,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.70748 40.75381),,03/24/2022 12:00:00 AM,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
Walgreens Store #17979,7814 LINDEN BLVD,,Howard Beach,Queens,NY,11414,00069-1085-30,Paxlovid,13,POINT (-73.85661 40.66982),1427572098.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #01073,450 MAIN ST.,CVS Pharmacy,Farmingdale,Nassau,NY,11735,00069-1085-30,Paxlovid,159,POINT (-73.44611 40.72937),1306940069.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #17240,930 COUNTY RD 64,CVS Pharmacy,Elmira,Chemung,NY,14903,00006-5055-06,Lagevrio (molnupiravir),71,POINT (-76.87334 42.1528),1659314946.0,04/29/2022 12:00:00 AM,ACTIVE,
ST ANTHONY COMMUNITY HOSP,15 MAPLE AVE,PHARMACY,Warwick,Orange,NY,10990,00002-7589-01,Bebtelovimab,11,POINT (-74.35743 41.261285),,04/28/2022 12:00:00 AM,ACTIVE,
Walgreens Store #04920,918 MAIN ST,,South Farmingdale,Nassau,NY,11735,00069-1085-30,Paxlovid,8,POINT (-73.43312 40.71344),1790790863.0,04/29/2022 12:00:00 AM,ACTIVE,
Wegmans Food Markets Inc.,1750 East Ave.,Wegmans,Rochester,Monroe,NY,14610,00006-5055-06,Lagevrio (molnupiravir),12,POINT (-77.557302 43.146515),1851374052.0,04/30/2022 12:00:00 AM,ACTIVE,
Walgreens Store #09759,5305 MAIN ST,,Williamsville,Erie,NY,14221,00006-5055-06,Lagevrio (molnupiravir),47,POINT (-78.754659 42.960675),1124152202.0,04/29/2022 12:00:00 AM,ACTIVE,
Stop and Shop Store # 557,421 COMMACK ROAD,,Deer Park,Suffolk,NY,11729,00069-1085-30,Paxlovid,26,POINT (-73.31058 40.763455),1134151095.0,04/30/2022 12:00:00 AM,ACTIVE,
Walgreens Store #12158,1575 ROUTE 9,,Wappingers Falls,Dutchess,NY,12590,00006-5055-06,Lagevrio (molnupiravir),46,POINT (-73.912205 41.59629),1134457062.0,04/29/2022 12:00:00 AM,ACTIVE,
Stop and Shop Store # 505,1710 AVENUE Y,,Brooklyn,Kings,NY,11235,00006-5055-06,Lagevrio (molnupiravir),48,POINT (-73.95252 40.58982),1316951205.0,04/30/2022 12:00:00 AM,ACTIVE,
Schuyler Hospital,220 Steuben Street,,Montour Falls,Schuyler,NY,14865,00006-5055-06,Lagevrio (molnupiravir),16,POINT (-76.86004 42.352295),,04/22/2022 12:00:00 AM,ACTIVE,
Rite Aid 01538,731 CENTER STREET,,Lewiston,Niagara,NY,14092-1705,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-79.038 43.17181),1063521375.0,04/30/2022 12:00:00 AM,ACTIVE,
Rite Aid 04873,55-60 MYRTLE AVENUE,,Ridgewood,Queens,NY,11385-3554,00006-5055-06,Lagevrio (molnupiravir),24,POINT (-73.90634 40.69992),1235248139.0,04/30/2022 12:00:00 AM,ACTIVE,
Saint Anns community,1500 Portland Ave,,Rochester,Monroe,NY,14621,00006-5055-06,Lagevrio (molnupiravir),33,POINT (-77.581685 43.194135),,04/28/2022 12:00:00 AM,ACTIVE,
CVS Store #02211,701 WELLWOOD AVENUE,CVS Pharmacy,Lindenhurst,Suffolk,NY,11757,00069-1085-30,Paxlovid,20,POINT (-73.387675 40.7048),1003910845.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #11747,99 CHESTNUT ST,,Oneonta,Otsego,NY,13820,00069-1085-30,Paxlovid,7,POINT (-75.06847 42.45454),1720237332.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #00747,3734 S. PARK AVE.,CVS Pharmacy,Blasdell,Erie,NY,14219,00069-1085-30,Paxlovid,20,POINT (-78.82376 42.79755),1346344009.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #17505,4024 COLLEGE POINT BLVD,CVS Pharmacy,Flushing,Queens,NY,11354,00006-5055-06,Lagevrio (molnupiravir),14,POINT (-73.83362 40.75654),1942515382.0,04/29/2022 12:00:00 AM,ACTIVE,
SJRH - St Johns Division,967 North Broadway,,Yonkers,Westchester,NY,10701,00002-7589-01,Bebtelovimab,25,POINT (-73.88605 40.96892),,03/22/2022 12:00:00 AM,UNKNOWN INVENTORY,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
CVS Store #00466,685 PARK AVENUE,CVS Pharmacy,Rochester,Monroe,NY,14607,00069-1085-30,Paxlovid,20,POINT (-77.577537 43.14774),1639273394.0,04/29/2022 12:00:00 AM,ACTIVE,
Walmart Pharmacy #2156,750 Middle Country Rd,,Middle Island,Suffolk,NY,11953,00006-5055-06,Lagevrio (molnupiravir),46,POINT (-72.947145 40.88023),1962429100.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #08945,416 WASHINGTON AVE.,CVS Pharmacy,Kingston,Ulster,NY,12401,00069-1085-30,Paxlovid,68,POINT (-74.024615 41.936055),1265734859.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #11238,300 GIFFORD ST.,CVS Pharmacy,Syracuse,Onondaga,NY,13204,00006-5055-06,Lagevrio (molnupiravir),22,POINT (-76.15845 43.0437),1538671888.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #17494,2460 STATE ROUTE 52,,Pine Bush,Orange,NY,12566,00006-5055-06,Lagevrio (molnupiravir),94,POINT (-74.29708 41.60775),1982127916.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #19811,1934 STATE ROUTE 52,,Liberty,Sullivan,NY,12754,00006-5055-06,Lagevrio (molnupiravir),98,POINT (-74.719447 41.78472),1427573567.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #17790,8973-95 Bay Parkway,CVS Pharmacy,Brooklyn,Kings,NY,11214,00069-1085-30,Paxlovid,28,POINT (-74.00083 40.59505),1396332771.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #11334,9050 ERIE RD,,Angola,Erie,NY,14006,00006-5055-06,Lagevrio (molnupiravir),50,POINT (-79.0485 42.63915),1659506715.0,04/29/2022 12:00:00 AM,ACTIVE,
Rite Aid 03626,158-02 UNION TURNPIKE,,Flushing,Queens,NY,11366-1940,00069-1085-30,Paxlovid,9,POINT (-73.8084 40.71977),1356450365.0,04/30/2022 12:00:00 AM,ACTIVE,
Walgreens Store #03916,758 ARTHUR KILL RD,,Staten Island,Richmond,NY,10312,00006-5055-06,Lagevrio (molnupiravir),46,POINT (-74.16629 40.559925),1952316028.0,04/29/2022 12:00:00 AM,ACTIVE,
CVS Store #05087,19 S. MAIN ST.,CVS Pharmacy,Jamestown,Chautauqua,NY,14701,00006-5055-06,Lagevrio (molnupiravir),46,POINT (-79.238655 42.093545),1235232075.0,04/29/2022 12:00:00 AM,ACTIVE,
Walgreens Store #17390,735 E MAIN ST,,Cobleskill,Schoharie,NY,12043,00006-5055-06,Lagevrio (molnupiravir),72,POINT (-74.47685 42.68053),1205352010.0,04/29/2022 12:00:00 AM,ACTIVE,
Comfort Drugs,13523 Roosevelt Avenue,,Flushing,Queens,NY,11354,00069-1085-30,Paxlovid,20,POINT (-73.83113 40.759405),1922013523.0,04/29/2022 12:00:00 AM,ACTIVE,
WEGMANS FOOD MARKETS INC.,650 HYLAN DR,Wegmans,Rochester,Monroe,NY,14623,00006-5055-06,Lagevrio (molnupiravir),20,POINT (-77.627703 43.082705),,04/21/2022 12:00:00 AM,ACTIVE,
CVS Store #10235,800 10TH AVE.,CVS Pharmacy,New York,New York,NY,10019,00006-5055-06,Lagevrio (molnupiravir),49,POINT (-73.98993 40.76692),1013350115.0,04/29/2022 12:00:00 AM,ACTIVE,
